osm_type,osm_id,name,category,website,phone,opening_hours,addr,lat,lon,source,captured_at
node,4276927394,Karl's Furniture,home appliances,,,,Dublin,53.3343222,-6.3469951,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4276967792,One Stop Repair,gadgets/electronics,,,,,53.2699953,-6.1671359,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4276968191,BS Furniture,home appliances,,,,,53.3352368,-6.3472641,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4276985089,Dolphin Furniture Sales,home appliances,,,,,53.3353722,-6.3472963,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4298808947,Clooney Audio,gadgets/electronics,https://www.cloneyaudio.com/,+353-1-288-8477,"Mo,Su off; Tu-Sa 10:00-18:00","55, Main Street, Blackrock, A94 W4F3",53.3008414,-6.1763646,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4358058502,Brother,gadgets/electronics,,,Mo-Fr 09:00-17:00,"37, Constellation Avenue, Dublin",53.4040281,-6.233921,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4359042258,Banyan Tree,jewellery,https://banyantree.ie/,+353-1-230-0754,Mo-Sa 10:00-18:00; Su 12:30-17:30,"10a, Monkstown Crescent, Monkstown",53.2940031,-6.1523664,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4359042263,Renaissance,clothes,,+353-1-853-0409,Mo-Sa 10:00-18:00; Su 13:00-18:00,,53.2940221,-6.1526053,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4359042264,Seagreen,clothes,http://seagreen.ie/,+353-1-202-0130,,"Monkstown Crescent, Monkstown",53.2940253,-6.1529057,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4368872130,Emme,clothes,,,,"36, Dunville Avenue, Dublin",53.321174,-6.2568022,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4368872131,No. 38,clothes,,,,"38, Dunville Avenue, Dublin",53.3211684,-6.2568592,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4368890688,CA Design,home appliances,https://www.cadesign.ie/,,,"Dunville Avenue, Dublin",53.3210524,-6.2564973,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4369937899,Dublin Gear Company LTD,clothes,,,,,53.3957255,-6.2494935,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4386444277,(unnamed),perfumes/beauty,,,,,53.2850315,-6.3606937,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4386448504,(unnamed),clothes,,,,,53.2872316,-6.3606146,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4396962948,Murray Mobile,gadgets/electronics,,+353 1 4411340,,"2, Rathmines Road Upper, Dublin",53.3215729,-6.2656752,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4485360895,Fairbrother's,clothes,,,,188,53.3284737,-6.3055447,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4494346690,Indigo & Cloth Menswear,clothes,https://indigoandcloth.com/,,,"Essex Street East, Dublin",53.3451653,-6.2664225,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4494796335,Meadows and Byrne,home appliances,https://www.meadowsandbyrne.com/,+353-1-280-4554,"Mo-Sa 09:30-18:00; Su,PH 11:00-18:00",Dún Laoghaire,53.2942139,-6.1337179,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4551064993,Castore,clothes,https://castore.com/,,,"34, Grafton Street, Dublin",53.3411318,-6.2603971,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4553095332,Electra,clothes,https://www.electra.ie/,+353-1-538-1230,Mo off; Tu-Sa 09:30-17:30; Su off,"12, Donnybrook Road, Dublin",53.322328,-6.2368634,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4554246003,Rosanna Crothers,perfumes/beauty,https://rosannacrothers.com/,+353-1-6608408,,"95a, Morehampton Road, Dublin",53.3241737,-6.2400861,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4558970185,Ecco,clothes,https://ie.ecco.com/,,Mo-Sa 09:30-18:00; Su 13:30-17:30,"14, George's Street Upper, Dún Laoghaire",53.2918241,-6.135297,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4562098991,Thai Massage,perfumes/beauty,,,,,53.3479841,-6.2622903,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4567587051,Elaine's Beauty Spot,perfumes/beauty,,+353-1-210-7991,Mo off; Tu 09:00-19:00; We 09:00-18:00; Th 09:00-20:00; Fr 09:00-18:00; Sa 09:00-17:00; Su off,"18, Kilmacud Road Lower, Stillorgan",53.288333,-6.19987,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4569218889,Snickers Workwear,clothes,,,,,53.3122401,-6.3473223,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4583102538,Size,clothes,https://www.sizeofficial.ie/store-locator/dublin/251/,,Mo-We 10:00-19:00; Th 10:00-20:00; Fr 10:00-19:00; Sa 09:30-19:00; Su 12:00-18:00,"26, Wicklow Street, Dublin",53.3429758,-6.2615969,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4591260584,Beauty Laine,perfumes/beauty,https://beautylaine.ie/,+353-1-891-6838,Mo-Tu 10:00-18:00; We 10:00-20:00; Th 10:00-21:00; Fr 10:00-19:00; Sa 09:00-17:00; Su off,,53.4036278,-6.2600323,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4591287341,EZ Living,home appliances,https://ecointeriors.ie/,+353-1-862-0077,Mo-We 10:00-18:00; Tu 10:00-20:00; Fr-Sa 10:00-18:00; Su 14:00-18:00,,53.4058877,-6.2604316,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4591287345,JYSK,home appliances,https://jysk.ie/,+353-1-969-7646,Mo-Su 10:00-18:00,D09 YN34,53.4054779,-6.2610085,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4612876868,The Absolute Beauty Clinic,perfumes/beauty,https://www.absolutebeautyclinic.ie/,+353-1-283-4457,Mo-Tu 09:30-18:00; We-Th 09:30-20:00; Fr 09:30-19:00; Sa 09:30-17:30; Su off,"120, Kilmacud Road Lower",53.2885442,-6.2166443,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4686795179,Penneys,clothes,,,,"Kilmore Road, Dublin",53.3831098,-6.2149594,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4711653158,New Look,clothes,https://www.newlook.com/row/store/Dublin-Jervis-Dublin-IE-2061,,,"Jervis Street, Dublin",53.3485896,-6.2656882,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4711653160,Bershka,clothes,https://www.bershka.com/ie/,,,"Jervis Street, Dublin",53.3484983,-6.2652725,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4711653161,Inglot,perfumes/beauty,https://inglot.ie/,,,,53.3482678,-6.2655407,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4711653163,Next,clothes,https://www.next.ie/,,,"Jervis Street, Dublin",53.3479219,-6.2655514,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4711653164,Diesel,clothes,https://diesel.ie/,,,"Jervis Street, Dublin",53.3484295,-6.266053,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4711673730,H&M,clothes,,,,,53.3507699,-6.26431,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4751529380,Petit Summer,clothes,https://www.petit.ie/,+353-1-260-6601,Mo-Fr 10:30-17:00,"234, Merrion Road",53.317469,-6.2080683,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4806183921,Express Tech,gadgets/electronics,https://www.expresstech.ie/,,,"Baggot Street Lower, Dublin",53.3362604,-6.2485032,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4808088121,Aran Sweater Market,clothes,https://www.aransweatermarket.com/,,,"115, Grafton Street",53.343932,-6.2593989,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4844594140,Glam Nail & Beauty Salon,perfumes/beauty,https://www.glamnailandbeauty.com/,+353-1-6791111,,"17, Trinity Street, Dublin",53.3440026,-6.2624452,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4860415169,Lisa Perkins,clothes,,,Mo-Sa 09:30-18:00; Su 12:00-17:00,,53.3018013,-6.1801315,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4878453693,Minima 2,home appliances,http://www.minima.ie,,,,53.3439941,-6.2342423,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4913827541,Dunnes Stores,clothes,https://www.dunnesstores.com/,,Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su 08:30-21:00,"Cromwellsfort Road, Dublin",53.3158817,-6.3180328,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4913827542,Eir,gadgets/electronics,,,,"Cromwellsfort Road, Dublin",53.3157775,-6.3175446,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4917818148,Ms Skin Care,perfumes/beauty,,,,,53.3878561,-6.38256,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4937329773,Next,clothes,https://www.next.ie/,+353-1-288-4203,,,53.3018009,-6.1802749,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4937329781,Diffney,clothes,https://www.diffney.ie/,+353-1-288-7322,Mo-We 09:00-18:00; Th-Fr 09:00-21:00; Sa 09:00-18:00; Su 12:30-17:20,,53.3020069,-6.179949,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4937329784,L'Occitane,perfumes/beauty,https://ie.loccitane.com/,+353-1-210-8884,Mo-Sa 09:00-18:00; Su 13:00-17:00,,53.3019748,-6.1798639,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4938934821,Julia Rossini,clothes,,+353-1-288-5317,,,53.3018153,-6.1802179,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4938934822,FixIT,gadgets/electronics,https://www.fixitireland.ie/,+353-1-210-1012,Mo-We 10:00-18:00; Th 10:00-20:00; Fr-Sa 10:00-18:00; Su 12:00-18:00,,53.3019007,-6.1800966,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4938934826,Bushra's Beauty Express,perfumes/beauty,https://bushrasbeauty.ie/,+353-1-200-0333,Mo-Tu 10:00-19:00; We 10:00-20:00; Th-Fr 09:30-20:00; Sa 10:00-20:00; Su 12:00-18:00,,53.3019187,-6.1795709,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,4938934828,Vivi Vie,jewellery,https://www.vivivie.com/,+353 86 322 7561,,,53.30191,-6.1800671,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5083380018,Beautiful South,clothes,http://www.beautifulsouth.ie/,+353-87-2574901,"Mo,Tu,Fr,Sa 10:00-18:00; We,Th 10:00-19:00; Su 10:00-17:00",Castlewood Avenue,53.3227568,-6.2641408,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5083380019,Swan Centre,clothes,,,,Castlewood Avenue,53.3227482,-6.2642156,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5083380020,The One,clothes,https://www.theone.ie/,,"Mo-Sa ""By appointment only""","Castlewood Avenue, D06 K2F3",53.3227378,-6.2643048,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5110046864,Protocol Suit Gallery,clothes,https://protocolmenswear.com/,+353-1-6772777,Mo-Sa 10:00-18:00; Th 10:00-19:00; Su 13:00-17:00,"42, Dawson Street, Dublin, D02 NX79",53.3408338,-6.2585718,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5112203421,Dawson Jewellers,jewellery,https://www.dawsonjewellers.ie/,,,"25, Dawson Street, Dublin",53.3398185,-6.2585105,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5113669732,Monaghans Cashmere,clothes,https://monaghanscashmere.ie/,+353-1-6794451,Mo-Sa 09:00-18:00,"Royal Hibernian Way, Dublin",53.3415214,-6.2588202,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5114071663,Thea,perfumes/beauty,https://beautystudiothea.com/,+353-1-5342632,"Mo 10:00-18:00, Tu-We 10:00-19:00, Th-Sa 10:00-20:00, Su 12:00-20:00","54, Clanbrassil Street Lower",53.3323541,-6.2749686,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5120001472,Infinite Beauty Boutique,perfumes/beauty,http://www.infinnitybeauty.com,+353-87-6571566,"Tu-Fr 13:30-19:30, Sa 10:00-16:00","51-52, Rathgar Avenue, Dublin",53.318245,-6.2788099,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5154811470,Ibiza Tan,perfumes/beauty,https://ibiza-tan.business.site/,+353-85-8312771,"Mo-Fr 11:00-21:00, Sa 10:00-18:00",,53.3764251,-6.3325557,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5161134568,The Triggerfish Cookshop,home appliances,https://triggerfishcookshop.ie/,+353-1-442-5182,Mo-Sa 10:00-18:30; Su off,"2b, Main Street, Blackrock",53.3020339,-6.1782161,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5166524285,Hollywood Nails,perfumes/beauty,,,,Aungier Street,53.3386939,-6.2658963,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5166558655,GasElectric,home appliances,https://gaselectric.ie/,+353-1-4751505,"Mo-Fr 09:30-17:30, Sa 09:30-16:30","12, Camden Street Lower, Dublin",53.3356763,-6.264962,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5167945446,Laptoplab,gadgets/electronics,https://backfromthefuture.ie/,+353-1-531-0400,Mo-Sa 09:00-18:00,"Unit 11, Main Street, Donnybrook",53.3223548,-6.2377751,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5167945448,Bang & Olufsen,gadgets/electronics,https://stores.bang-olufsen.com/ireland/bang-olufsen-of-dublin,+353-1-2602404,Mo-Sa 10:00-18:00,"6, Donnybrook Road, Dublin",53.3224599,-6.2371249,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5167945449,Marian Gale,clothes,https://www.mariangale.ie/,,,"12, Main Street, Dublin",53.3222269,-6.2376037,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5268058811,Peacocks,clothes,,,,,53.3923816,-6.2502032,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5301563873,OMG,gadgets/electronics,,,,"159, Parnell Street",53.3530881,-6.2607032,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5301569910,Artisan,perfumes/beauty,,,,Parnell Street,53.3526561,-6.2609694,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5301581779,iPhone and Laptop Service,gadgets/electronics,,,,"95, Parnell Street, Dublin",53.3533598,-6.2594842,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5316314921,& Other Stories,clothes,https://www.stories.com,,,"Grafton Street, Dublin",53.3416662,-6.2600273,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5347538726,Lily's Beauty Salon,perfumes/beauty,https://www.lilysbeautysalon.org/,+353-87-0973127,"Mo 10:00-18:00, We 10:00-18:00, Th 10:00-19:00, Fr-Sa 10:00-18:00","118, Rathmines Road Lower, Dublin",53.3260403,-6.2647295,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5355731688,Benefit Brow Bar,perfumes/beauty,https://www.benefitcosmetics.com,+353-1-5586368,"Mo-We 10:00-19:00, Th 10:00-20:00, Fr-Sa 09:00-19:00, Su 12:00-18:00",Fleet Street,53.3459965,-6.2578087,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5366449968,iwant Mobile,gadgets/electronics,,,,"Aston Quay, Dublin",53.3463775,-6.2609695,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5366563792,Tots to Tweens,jewellery,,+353-1-4721123,,"6, Aston Quay, Dublin",53.3463126,-6.2612955,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5366563793,Engrave Ireland,jewellery,,+353-1-6717144,"Mo-Th 09:00-13:00, 13:00-16:45, Fr 09:00-12:30","6, Aston Quay, Dublin",53.346283,-6.2613169,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5368665624,Bargaintown,home appliances,https://bargaintown.ie/,,,,53.3286564,-6.3412916,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5368665625,Furniture District,home appliances,http://www.thefurnituredistrict.ie/,,,,53.3282375,-6.3417428,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5376941074,Neelu's,perfumes/beauty,,,,"Liffey Street Lower, Dublin",53.3471177,-6.2632622,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5376941078,Phonely,gadgets/electronics,,,,"Liffey Street Lower, Dublin",53.3470324,-6.2634763,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5376983450,Viper,clothes,,,,"26, Liffey Street Lower, Dublin",53.3473523,-6.2635433,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377045688,Zero,perfumes/beauty,,,,"33, Liffey Street Upper, Dublin",53.3481575,-6.2640759,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377069127,Suits You,clothes,,,,"Liffey Street Upper, Dublin",53.3486419,-6.2643278,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377069128,The Body Shop,perfumes/beauty,,,,"Liffey Street Upper, Dublin",53.3486957,-6.2643558,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377069132,Hugmie,gadgets/electronics,,,,"Liffey Street Upper, Dublin",53.3488006,-6.2644104,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377069140,Techworld,gadgets/electronics,,,,"13, Liffey Street Upper, Dublin",53.348815,-6.2641336,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377094313,River Island,clothes,https://www.riverisland.com/how-can-we-help/find-a-store/dublin-ilac,,,"Mary Street, Dublin",53.3492074,-6.2646603,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377094314,Zara,clothes,https://www.zara.com/,,,"Henry Street, Dublin",53.3492538,-6.2644175,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377095225,H&M,clothes,https://www2.hm.com/,,,"Mary Street, Dublin",53.3491439,-6.2649686,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5377095226,3 Store,gadgets/electronics,https://www.three.ie/,,,"Mary Street, Dublin",53.3490335,-6.2646883,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5384454767,Printbox,gadgets/electronics,http://printbox.ie/,+353-85-7079001,,Dorset Street Upper,53.3562522,-6.265289,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5396212398,Cheek 2 Cheek Beauty Salon,perfumes/beauty,http://cheek2cheekbeautysalon.com,+353-1-8375437,"Tu-We 09:30-18:00, Th-Fr 09:30-20:00, Sa 09:30-15:00","93, Swords Road",53.3813608,-6.2453977,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5400322672,Allure,perfumes/beauty,,,,,53.3651941,-6.2567382,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5406199356,The Space,perfumes/beauty,https://thespace.ie/,+353-1-4411877,"Mo-Tu 10:00-18:00, We-Th 10:00-21:00, Fr 09:00-19:00, Sa 09:00-17:00","18, Drumcondra Road Lower, Dublin",53.3623925,-6.2590365,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5414197186,Kate Elizabeth,perfumes/beauty,,,,Swords Road,53.3885059,-6.2453433,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5414746182,"Orchid's Hair, Nail and Beauty Salon",perfumes/beauty,,+353-1-5580888,"Mo-Fr 09:30-18:30; Sa,Su off","254, Swords Road, Dublin",53.3892301,-6.245708,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5419193390,Miami Sun,perfumes/beauty,,,,Gateway Crescent,53.3942744,-6.2646682,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5419527344,Jea Nail,perfumes/beauty,,,,"Shantalla Road, Dublin",53.3877027,-6.2385073,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5421670756,Finlay Jewellers,jewellery,,+353-1-8329095,,Kilmore Road,53.3803765,-6.2106961,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5429898099,Rocco,clothes,,,,Clontarf Road,53.35926,-6.1959067,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5432530575,(unnamed),perfumes/beauty,https://annerossi.com/,+353-1-8337021,"Mo 09:30-19:00, Tu-We 09:30-21:00, Th 09:30-21:00, Fr 09:30-19:00, Sa 09:30-18:00","6-7, Vernon Avenue",53.3598451,-6.1960819,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5476926559,Havana,clothes,https://www.havanaboutique.ie/,,,"Donnybrook Road, Donnybrook",53.3209564,-6.2349154,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5492525268,Bespoke Beauty,perfumes/beauty,https://bespokebeauty.ie/,+353-1-6674912,"Mo-Tu 10:00-20:30, We-Th 10:00-20:30, Fr-Sa 10:00-20:30","95a, Morehampton Road, Dublin",53.3241602,-6.2400715,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5492609793,Rosanna Crothers,perfumes/beauty,https://rosannacrothers.com/,+353-1-6608408,,"89, Morehampton Road",53.3243105,-6.2403145,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5506775255,Harlequin,clothes,https://theharlequin.ie/,,,"Castle Market, Dublin",53.3423202,-6.262992,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5515321818,Bare Beauty,perfumes/beauty,,,"Mo 09:30-16:00; Tu-We,Sa 09:30-18:00; Th-Fr 09:30-20:00; Su off",Marian Road,53.2905599,-6.2984691,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5531473214,Noel Reid,clothes,https://www.noelreid.ie/,+353 1 298 3377,Mo-Sa 10:00-17:30; Su off,Dundrum,53.290743,-6.2459605,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5531478823,The Organised Store,home appliances,https://www.organisedstore.ie/,+353-1-216-9888,,"Sandyford Road, Dundrum",53.2862017,-6.2396996,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5546148377,LaptopLab at Back From The Future,gadgets/electronics,https://backfromthefuture.ie/,+353-1-4757177,Mo-Fr 09:00-18:00; Sa 10:00-17:00,"58, South Great George's Street, Dublin",53.3421458,-6.2648817,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5562028789,Eir,gadgets/electronics,,,,"Malahide Road, Dublin",53.4011879,-6.1796062,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5562033604,Fuji Digital Center,gadgets/electronics,,,,"Malahide Road, Dublin",53.4010817,-6.1792124,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5565643890,Top To Toe Beauty,perfumes/beauty,https://toptotoe.ie/,+353-1-8388537,,"4, Aughrim Street",53.3533566,-6.2861774,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5585368940,Talbot Dance Centre,clothes,,,Mo-Fr 09:00-17:30; Sa 09:00-16:45,"Talbot Street, Dublin",53.3510588,-6.2518225,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5585403339,Home Stores,home appliances,,,,"22-23, Talbot Street, Dublin",53.3510243,-6.2536262,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5585403355,GSM Connection,gadgets/electronics,,,Mo-Sa 10:00-19:00; Su 11:30-19:00,"Talbot Street, Dublin",53.3507433,-6.2538233,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5628924042,FAST Sales & Repair,gadgets/electronics,,,,"O'Connell Street Lower, Dublin",53.348661,-6.2594222,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5661461552,Harvey Nichols,clothes,https://www.harveynichols.com,,Sa 10:00-19:00; Mo-Th 10:00-19:00; Fr 10:00-21:00; Su 11:00-19:00,"Sandyford Road, Dundrum, D16 W0C0",53.2881475,-6.2436025,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5699985829,DD-2,clothes,,+353-1-210-0017,Mo-We 10:00-18:30; Tu-Fr 10:00-19:30; Sa 10:00-18:00; Su 11:00-16:00,"4, Old Dublin Road, Stillorgan",53.2908698,-6.2005008,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5729960121,Claddagh Jewellery,jewellery,https://www.thecladdagh.com/,,,"55, Grafton Street, Dublin",53.3402303,-6.2608663,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5781768897,Dr. Martens,clothes,https://www.drmartens.com/,,,"Grafton Street, Dublin",53.3419092,-6.2597711,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5782917155,Regent Barber Shop,perfumes/beauty,,,,"2, Fowney Street Lower, Dublin",53.3457028,-6.2633584,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5862047873,U Wear,clothes,,,,,53.3424353,-6.3508398,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5862047878,Leia Clothing,clothes,,,,"Ballyfermot Road, Dublin",53.3424298,-6.3511221,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5862047879,Topstore,clothes,,,,"Ballyfermot Road, Dublin",53.3424315,-6.351064,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5862048391,Kavanagh's,home appliances,,,,,53.342395,-6.3521759,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5862048393,Samie Ladies,clothes,,,,,53.3424115,-6.3525802,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5878034785,Siopaella,clothes,,,,"20, Cecilia Street, Dublin",53.3449397,-6.2641883,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,5968467213,Phillips Jewellers,jewellery,https://www.phillipsjewellers.ie/,(01) 406 1354,,"Unit 9a, Rathfarnham Shopping Centre, Rathfarnham, D14 W7Y7",53.2967426,-6.2972469,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6013943583,The Gallery,clothes,,,,"72b, Georges Street Upper, Dún Laoghaire",53.2899955,-6.1305262,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6032605030,l'Ombre,perfumes/beauty,https://lombre.ie/,+353-1-538-8880,Mo-We 09:00-18:00; Th 09:00-21:00; Fr 09:00-20:00; Sa 09:00-18:00; Su 10:00-17:00,"Unit 8, Glenageary Road Upper, Dún Laoghaire",53.2822196,-6.1438555,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6050242205,Bea Beauty,perfumes/beauty,,,,Swords Road,53.3968348,-6.2450182,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6050242220,TanningSalon.ie,perfumes/beauty,https://tanningsalon.ie/oursalons/santry/,+353-1-8625193,"Mo-Sa 09:00-23:00, Su 10:00-20:00",Swords Road,53.3965143,-6.2450078,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6052005938,Love Suits,clothes,https://www.lovesuits.ie/,,,Old Bawn Shopping Centre,53.2755301,-6.3529065,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6058228458,Urban Beauty Salon,perfumes/beauty,https://urbanbeauty.ie,+353 1 2020 145,"Mo,Tu 10:00-18:00; We,Th 09:00-18:00; Fr 09:00-21:00; Sa 09:00-18:00","23, Oliver Plunkett Road, Dún Laoghaire",53.2854971,-6.15361,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
